Word	Category	WordClass	TranslationEng	TranslationEpo	Do not remove (Proofreading)	Tags	SearchTermsEng	TransNote	LexiliAsel	Hyphenation	Synonyms	Antonyms	slug_mod	OfficialWord	TranslationSpa	TranslationDeu	TranslationFra	TranslationRus	TranslationZho	TranslationHin	TranslationAra	Etymological support	
alokosmo	derived	b	n: alternate universe, dimension	s: alternativa universo					alo + kosmo					FALSE	s: universo alternativo, dimensión alternativa		n: univers parallèle, dimension parallèle		名: 平行宇宙, 异次元	सं: समानांतर ब्रह्मांड	اسم: كَوْن بَدِيل، بُعْد مُوَازٍ		
alondra	root	b	n: lark, _Alaudidae_	s: alaŭdo		piu			Espanisa (alondra), Pilipinasa (alondras)					FALSE	s: alondra	Lerche	n: alouette	жаворонок, Жаворонковые	名: 云雀, 百灵鸟	सं: चंडूल	اسم: قُبَّرَة، قُنْبُرَة		
aloopsyon	derived	b	n: alternative	s: alternativo					alo + opsyon					FALSE	s: alternativa		n: alternative		名: 替代方案, 替代品	सं: विकल्प	اسم: بَدِيل		
aloy	root	b	n: alloy	s: alojo		materyal			Englisa (alloy), Indonesisa (aloi), Swahilisa (aloi), Espanisa (aleación), Fransesa (alliage), Turkisa (alaşım), Parsisa (آلیاژ “alyaj”)					TRUE	s: aleación	Legierung; legieren	n: alliage		名: 合金	सं: मिश्र धातु	اسم: سَبِيكَة		
alpaka	root	b	n: alpaca, _Lama pacos_	s: alpako		mamoyen			Englisa (alpaca), Espanisa (alpaca), Fransesa (alpaga), Rusisa (альпака “alpaka”), Doycisa (Alpaka), Indonesisa (alpaka), Pilipinasa (alpaka), Hindi (अलपाका “alpaka”), Arabisa (أَلْبَكَة “albaka”), Niponsa (アルパカ “arupaka”), Turkisa (alpaka), Koreasa (알파카 “alpaka”), Vyetnamsa (alpaca), Parsisa (آلپاکا “alpaka”), Swahilisa (alpaka)					TRUE	s: alpaca	Alpaka	n: alpaga	альпака 	名: 羊驼	सं: अल्पाका	اسم: أَلْبَاكَا		
alto	root	b	n: alto	s: aldo		musika			Doycisa (Alt), Englisa (alto), Espanisa (alto), Fransesa (alto), Rusisa (альт “alt”), Niponsa (アルト “aruto”), Koreasa (알토 “alto”), Vyetnasa (alto), Arabisa (ألتو “altu”), Parsisa (آلتو “alto”), Turkisa (alto), Indonesisa (alto)					FALSE	s: contralto	Alt	n: alto	альт	名: 女低音	सं: अल्टो	اسم: أَلْتُو		
alucinagiente	derived	b	n: hallucinogen	s: halucinigilo		medis, dava			alucina + -gi + ente					FALSE	s: alucinógeno	Halluzinogen	n: hallucinogène	галлюциноген	名: 致幻剂, 迷幻剂	सं: मतिभ्रमकारी पदार्थ	اسم: مَادَّة مُهَلْوِسَة، مُهَلْوِس		
aluminyum	root	b	n: aluminum, aluminium, _Al_	s: aluminio		kimikamon			Englisa (aluminium, aluminum), Espanisa (aluminio), Fransesa (aluminium), Rusisa (алюминий “alyuminiy”), Doycisa (Aluminium), Hindi (एल्युमिनियम “elyuminiyam”), Arabisa (أَلُومِنْيُوم “aluminyum”), Indonesisa (aluminium), Niponsa (アルミニウム “aruminiumu”), Telugusa (అల్యూమినియం “alyuminyam”), Turkisa (alüminyum), Koreasa (알루미늄 “aluminyum”), Parsisa (آلومینیم “âluminiyom”), Swahilisa (alumini), Pilipinasa (aluminyo, aluminum)					TRUE	s: aluminio	Aluminium	n: aluminium	алюминий 	名: 铝	सं: एल्युमिनियम	اسم: أَلُومِنْيُوم		
amaroya	derived	b	n (state/quality): bitterness	s (stato/kvalito): amareco					amaro + -ya					FALSE	s (estado/cualidad): amargura		n: amertume		名: 苦味, 苦涩	सं: कड़वापन, कड़वाहट	اسم: مَرَارَة		
amber	root	b	n: ambergris	s: ambro		materyal		kompara: kahruba	Englisa (ambergris), Espanisa (ámbar gris), Fransesa (ambre gris), Rusisa (амбра “ambra”), Doycisa (Ambra, Amber), Indonesisa (ambergris), Arabisa (عَنْبَر “anbar”), Niponsa (アンバーグリス “ambagurisu”), Telugusa (అంబరు “ambaru”), Turkisa (amber), Parsisa (عنبر “anbar”), Swahilisa (ambari)					TRUE	s: ámbar gris	Ambra	n: ambre gris	амбра 	名: 龙涎香	सं: अंबर	اسم: عَنْبَر		
ameba	root	b	n: amoeba	s: amebo		bio			Doycisa (Amöbe), Englisa (amoeba), Espanisa (ameba), Fransesa (amibe), Rusisa (амёба “amyoba”), Putunhwa (阿米巴 “āmǐbā”), Niponsa (アメーバ “amēba”), Koreasa (아메바 “ameba”), Vyetnamsa (amip), Hindi (अमीबा “amībā”), Arabisa (أَمِيبَا “ʾamībā”), Swahilisa (amiba), Parsisa (امیب “amib”), Turkisa (amip), Indonesisa (ameba, amuba, amoeba), Pilipinasa (amoeba, ameba)					TRUE	s: ameba	Amöbe	n: amibe	амёба 	名: 变形虫, 阿米巴	सं: अमीबा	اسم: أَمِيبَا		
amerikyum	root	b	n: americium, _Am_	s: americio		kimikamon			Englisa (americium), Espanisa (americio), Fransesa (américium), Rusisa (америций “ameritsiy”), Doycisa (Americium), Indonesisa (amerisium), Pilipinasa (amerisyo), Hindi (अमेरिशियम “amerixiyam”), Arabisa (أَمْرِيكِيُوم “amrikiyum”), Niponsa (アメリシウム “amerixiumu”), Telugusa (అమెరీషియం “amerixiyam”), Turkisa (amerikyum), Koreasa (아메리슘 “amerixum”), Vyetnamsa (americi), Parsisa (آمریکیوم “âmerikiyom”), Swahilisa (ameriki), Pilipinasa (amerisyo)					TRUE	s: americio	Americium	n: américium	америций 	名: 镅	सं: अमेरिसियम	اسم: أَمِيرِيسْيُوم		
ametisto	root	b	n: amethyst	s: ametisto		petra			Englisa (amethyst), Espanisa (amatista), Fransesa (améthyste), Rusisa (аметист “ametist”), Doycisa (Amethyst), Indonesisa (ametis), Pilipinasa (amatista), Hindi (अमेथिस्ट “amethist”, एमिथिस्ट “emithist”), Niponsa (アメシスト “amexisuto”), Telugusa (అమెథిస్ట్ “ametist”), Vyetnamsa (ametit), Swahilisa (amethisto)					TRUE	s: amatista	Amethyst	n: améthyste	аметист 	名: 紫水晶	सं: अमेथिस्ट	اسم: جَمَشْت		
amikuje	derived	b	n: depth	s (mezuro): profundo, profundeco					amiku + -je					FALSE	s (medida): profundidad		n (mesure): profondeur		名: 深度	सं: गहराई	اسم (قِيَاس): عُمْق		
amikuya	derived	b	n: deepness	s (kvalito): profundeco					amiku + -ya					FALSE	s (cualidad): profundidad		n (qualité): profondeur		名: 深邃, 深奥	सं: गहराई	اسم (صِفَة): عُمْق		
amino	root	b	n: amino, amine	s: amino		biologi			Englisa (amino), Indonesisa (amino), Pilipinasa (amino), Swahilisa (amino), Espanisa (amino-), Doycisa (amino-), Turkisa (amino-), Fransesa (aminé), Rusisa (амино- “amino-”), Hindi (अमीनो “amino”), Arabisa (أميني “amini”), Niponsa (アミノ “amino”), Telugusa (ఎమైనో “emeno”), Koreasa (아미노 “amino”), Vyetnamsa (amino, amin), Parsisa (آمینه, -آمین)					TRUE	s: amino, amina	Amin, Amino	n: amine	амин	名: 胺, 氨基	सं: एमिनो	اسم: أَمِين		
amnyon	root	b	n: amnion	s: amnio		jismulogi			Doycisa (Amnion), Englisa (amnion), Espanisa (amnios), Fransesa (amnios), Rusisa (амнион “amnion”), Pilipinasa (amnion), Turkisa (amniyon)					FALSE	s: amnios	Amnion	n: amnios	амнион	名: 羊膜	सं: भ्रूणावरण	اسم: سَلًى		
amonyako	root	b	n: ammonia	s: amoniako		kimika			Englisa (ammonia), Espanisa (amoníaco), Fransesa (ammoniac), Rusisa (аммиак “ammiak”), Doycisa (Ammoniak), Indonesisa (amonia), Swahilisa (amonia), Pilipinasa (amonya), Putunhwa (阿摩尼亚 “amoniya”), Hindi (अमोनिया “amoniya”), Arabisa (أمونيا “amunya”), Niponsa (アンモニア “anmonia”), Telugusa (మ్మోనియా “amoniya”), Turkisa (amonyak), Koreasa (암모니아 “ammonia”), Vyetnamsa (amoniac), Parsisa (آمونیاک‎ “amuniyak”)					TRUE	s: amoníaco	Ammoniak	n: ammoniac	аммиак 	名: 氨	सं: अमोनिया	اسم: نَشَادِر، أَمُونْيَا		
amperi	root	b	n: ampere, _amp_	s: ampero		meterya			Englisa (ampere), Espanisa (amperio), Fransesa (ampère), Rusisa (ампер “amper”), Doycisa (Ampere), Indonesisa (ampere), Pilipinasa (amperyo), Putunhwa (安培 “anpey”), Arabisa (أَمْبِير “ambir”), Niponsa (アンペア “anpea”), Telugusa (ఆంపియర్ “ampiyar”), Turkisa (amper), Koreasa (암페어 “ampe-o”), Vyetnamsa (ampe), Parsisa (آمپر “amper”), Swahilisa (ampea)					TRUE	s: amperio	Ampere	n: ampère	ампер	名: 安培	सं: एम्पियर	اسم: أَمْبِير		
ampula	root	b	n: ampoule, ampule, ampul	s: ampolo		xey			Englisa (ampoule), Espanisa (ampolla), Fransesa (ampoule), Rusisa (ампула “ampula”), Doycisa (Ampulle), Indonesisa (ampul), Putunhwa (安瓿 “anbu”), Hindi (एम्प्यूल “empyul”), Arabisa (أَمْبُولَة “ambula”), Niponsa (アンプル “ampuru”), Turkisa (ampul), Koreasa (앰풀 “empul”), Vyetnamsa (ămpun), Parsisa (آمپول “ampul”)					TRUE	s: ampolla	Ampulle	n: ampoule	ампула 	名: 安瓿	सं: एम्प्यूल, शीशी	اسم: أَمْبُولَة		
amusagiyen	derived	b	n: entertainer	s: amuzisto, amuzanto					amusa + -gi + -yen					FALSE	s: animador		n: amuseur		名: 艺人, 演艺人员	सं: मनोरंजनकर्ता	اسم: مُسَلٍّ، فَنَّان تَرْفِيه		
amusaparke	derived	b	n: amusement park	s: amuzparko, amuzejo, distroparko		dom			amusa + parke					FALSE	s: parque de diversiones, parque de atracciones		n: parc d'attractions		名: 游乐园, 游乐场	सं: मनोरंजन पार्क	اسم: مَدِينَة المَلَاهِي		
amusaxey	derived	b	n: pastime	s: amuzaĵo					amusa + -xey					FALSE	s: pasatiempo, entretenimiento		n: passe-temps, divertissement		名: 消遣, 娱乐	सं: शगल, मनोरंजन	اسم: تَسْلِيَة، هِوَايَة		
anakonda	root	b	n: anaconda, _Eunectes_	s: anakondo		retilyen			Englisa (anaconda), Espanisa (anaconda), Fransesa (anaconda), Rusisa (анаконда “anakonda”), Doycisa (Anakonda), Indonesisa (anakonda), Pilipinasa (anakonda), Arabisa (أَنَاكُنْدَة “anakonda”), Niponsa (アナコンダ “anakonda”), Tamilsa (ஆனக்கொண்டா “anakonta”), Turkisa (anakonda), Vyetnamsa (trăn anaconda), Koreasa (아나콘다 “anakonda”), Parsisa (آناکوندا “anakonda”)					TRUE	s: anaconda	Anakonda	n: anaconda	анаконда 	名: 森蚺, 水蟒	सं: एनाकोंडा	اسم: أَنَاكُونْدَا		
analisiyen	derived	b	n: analyst	s: analizisto					analisi + -yen					FALSE	s: analista	Analytiker	n: analyste	аналитик	名: 分析师, 分析员	सं: विश्लेषक	اسم: مُحَلِّل		
analoji	root	b	n: analogy	s: analogio		palalogi			Englisa (analogy), Espanisa (analogía), Fransesa (analogie), Rusisa (аналогия “analogiya”), Doycisa (Analogie), Indonesisa (analogi), Pilipinasa (analohiya), Swahilisa (analojia),Turkisa (analoji), Niponsa (アナロジー “anaroji)					FALSE	s: analogía	Analogie	n: analogie	аналогия	名: 类比, 类推	सं: सादृश्य, उपमा	اسم: تَشْبِيه، قِيَاس، مُمَاثَلَة		
ananas	root	b	n: pineapple	s: ananaso		fruta			Arabisa (أناناس “ananas”), Turkisa (ananas), Parsisa (آناناس “ananas”), Hindi (अनानास “ananas”), Indonesisa (nanas), Swahilisa (nanasi), Fransesa (ananas), Doycisa (Ananas), Espanisa (ananá), Rusisa (ананас “ananas”), Tamilsa (அன்னாசி “anasi”)					TRUE	s: piña	Ananas	n: ananas	ананас	名: 菠萝, 凤梨	सं: अनानास	اسم: أَنَانَاس		
ananassui	derived	b	n: pineappleade	s: ananasakvo		gluxey			ananas + sui					FALSE	s: agua de piña		n: ananasade		名: 菠萝水	सं: अनानास का शरबत	اسم: عَصِير الأَنَانَاس		
anar	root	b	n: pomegranate	s: granato		fruta			Hindi (अनार “anār”), Parsisa (انار‎ “anâr”), Turkisa (nar)					TRUE	s: granada	Granatapfel	n: grenade (_fruit_)	гранат	名: 石榴	सं: अनार	اسم: رُمَّان		
anarki	root	b	n: anarchy	s: anarkio, anarĥio		politi			Englisa (anarchy), Espanisa (anarquía), Fransesa (anarchie), Rusisa (анархия “anarhiya”), Doycisa (Anarchie), Indonesisa (anarki), Pilipinasa (anarkiya), Turkisa (anarşi), Parsisa (آنارشی “anarxi”), Putunhwa (安那其 “anaci”)					TRUE	s: anarquía	Anarchie	n: anarchie	анархия 	名: 无政府状态, 无政府	सं: अराजकता	اسم: فَوْضَى، لَاسُلْطَوِيَّة		
anarkiismo	derived	b	n: anarchism	s: anarkiismo, anarĥiismo, anarkismo		politi			anarki + -ismo					FALSE	s: anarquismo	Anarchismus	n: anarchisme	анархизм	名: 无政府主义	सं: अराजकतावाद	اسم: أَنَارْكِيَّة، لَاسُلْطَوِيَّة		
anarkiista	derived	b	n: anarchist	s: anarkiisto, anarĥiisto, anarkisto		politi			anarki + -ista					FALSE	s: anarquista	Anarchist	n: anarchiste	анархист	名: 无政府主义者	सं: अराजकतावादी	اسم: أَنَارْكِيّ، لَاسُلْطَوِيّ، فَوْضَوِيّ		
anco	root	b	n: reef	s: rifo		geografi			Putunhwa (暗礁 “anjyaw”), Niponsa (暗礁 “anxo”), Vyetnamsa (ám tiêu), Koreasa (암초 “amco”)					TRUE	s: arrecife	Riff	n: récif	риф	名: 礁, 暗礁	सं: समुद्री चट्टान	اسم: شُعْب مَرْجَانِيَّة، حَيْد مَرْجَانِيّ		
ancovi	root	b	n: anchovy, _Engraulidae_	s: anĉovo		mahi			Englisa (anchovy), Fransesa (anchois), Rusisa (анчоус “ancous”), Arabisa (أَنْشُوفة “anxufa”), Niponsa (アンチョビ “ancobi”), Parsisa (آنچوی “ancovi”)					TRUE	s: anchoa, boquerón	Sardelle	n: anchois	анчоус	名: 凤尾鱼, 鳀鱼	सं: एंचोवी	اسم: أَنْشُوجَة		
andayen	derived	b	n: walker	s: marŝanto					anda + -yen					FALSE	s: caminante		n: marcheur		名: 步行者, 行人	सं: पदचारी, पैदल चलने वाला	اسم: مَاشٍ، سَائِر		
andesita	root	b	n: andesite	s: andezito		petra			Englisa (andesite), Fransesa (andesite), Espanisa (andesita), Pilipinasa (andesita), Rusisa (андезит “andezit”), Doycisa (Andesit), Indonesisa (andesit), Vyetnamsa (andesit), Hindi (एंडेसाइट “endesait”), Arabisa (أنديسايت “andisayt”), Telugusa (ఆండెసైట్ “andesait”), Turkisa (andezit), Parsisa (آندزیت “andezit”)					TRUE	s: andesita	Andesit	n: andésite	андезит	名: 安山岩	सं: एंडेसाइट	اسم: أَنْدِسِيت		
andinya	derived	b	n: stability	s: stabileco, firmeco					andin + -ya					FALSE	s: estabilidad		n: stabilité, fermeté		名: 稳定, 稳定性	सं: स्थिरता, दृढ़ता	اسم: اِسْتِقْرَار، ثَبَات، مَتَانَة		
anedota	root	b	n: anecdote	s: anekdoto		palalogi			Englisa (anecdotal), Espanisa (anécdota), Fransesa (anecdote), Rusisa (анекдот “anekdot”), Doycisa (Anekdote), Portugalsa (anedota), Italisa (aneddoto), Indonesisa (anekdot), Pilipinasa (anekdota), Turkisa (anekdot)					TRUE	s: anécdota	Anekdote	n: anecdote	анекдот	名: 轶事, 趣闻	सं: किस्सा, उपाख्यान	اسم: نَادِرَة، حِكَايَة طَرِيفَة		
anemon	root	b	n: anemone	s: anemono		flura			Englisa (anemone), Espanisa (anémona), Fransesa (anémone), Rusisa (анемон “anemon”), Doycisa (Anemone), Indonesisa (anemone), Pilipinasa (anemona), Arabisa (شَقِيقَة النُّعْمَان “xakikat annuman”), Turkisa (anemon), Vyetnamsa (anemone), Koreasa (아네모네 “anemone”)					TRUE	s: anémona	Windröschen, Anemone	n: anémone	анемон, ветреница	名: 银莲花	सं: एनीमोन	اسم: شَقَائِق النُّعْمَان		
angam	root	b	n: limb	s: membro (_anatomio_)		jismulogi			Indonesisa (anggota), Hindi (अंग “ang”), Telugusa (అంగము “angamu”), Parsisa (اندام “andam”)		gebo, tui			TRUE	s: extremidad, miembro		n: membre (_anatomie_)		名: 肢, 四肢	सं: अंग	اسم: طَرَف		
