Word	slug_mod	Category	WordClass	VerbTransitivity	OfficialWord	TranslationEng	SearchTermsEng	TranslationEpo	TranslationSpa	TransNote	TranslationDeu	Synonyms	Antonyms	Example	Tags	LexiliAsel	See Also	TranslationFra	TranslationRus	TranslationZho	
adresu		root	b.oj		TRUE	address; address (_mail_)		adreso; adresi	dirección, domicilio; poner la dirección de alguien en, dirigir		Anschrift, Adresse; (_einen Brief/ein Paket_) adressieren			Fe lutuf, am irsal misu paketi cel hin adresu.		Fransesa (adresse), Englisa (address), Doycisa (Adresse), Rusisa (адрес “adres”), Indonesisa (adres), Pilipinasa (adres), Turkisa (adres), Niponsa (アドレス “adoresu”), Parsisa (آدرس “âdres”)		adresse	адрес		
adresukitabu		derived	b		FALSE	address book		adreslibro	agenda, libreta de direcciones, guía de direcciones							adresu + kitabu		carnet d'adresses	адресная книга		
adresulari		derived	b		TRUE	directory		adresaro, adresliro	directorio							adresu + -lari					
Adrya		proper word	su n		FALSE	Adria		Adria, Adriatiko	Adriático (_mar_), Adria (_municipio_)							Italisa (Adria), Fransesa (Adria), Doycisa (Adria), Exkiperisa (Adria), Serbisa (Адрији “Adriyi”), Elinisa (Αδρία “Adria”), Espanisa (Adria), Rusisa (Адрия “Adriya”), Idonesisa (Adria), Pilipinasa (Adria), Arabisa (أدريا “Adria”), Swahilisa (Adria), Parsisa (ادرایا “Adriya”), Turkisa (Adria), Putunhwa (阿德里亚 “Adeliya”), Koreasa (아드리아 “Aduria”), Niponsa (アドリア “Adoria”), Vyetnamsa (Adria)		Adria	Адрия		
afarin		root	b.oj; il		TRUE	applause; applaud, clap; well done, good job, bravo		aplaŭdo; aplaŭdi; bone farita, brave	aplauso; aplaudir; bien hecho, bravo						intrelogalexi	Hindi (आफ़रीन “āfrīn”), Arabisa (عَفَارِم “ʿafārim”), Turkisa (aferin), Parsisa (آفرین “âfarin”), Niponsa (あっぱれ “appare”)					
afatu		root	b		TRUE	disaster, catastrophe, calamity		katastrofo	desastre, catástrofe, calamidad							Hindi (आफ़त “afat”), Arabisa (آفَة “afa”), Turkisa (afet), Parsisa (آفت “afat”), Swahilisa (afa)		catastrophe, désastre, calamité			
afatupul		derived	t		FALSE	catastrophic, disastrous, calamitous		katastrofa; katastrofe	catastrófico, desastroso; catastróficamente, desastrosamente							afatu + -pul		catastrophique, désastreux, calamiteux			
Afgani		proper word	su n		TRUE	Afghanistan		Afganio, Afganujo	Afganistán		Afghanistan				dexa	Paxtunsa (افغانستان “Afġānistān”)		Afghanistan	Афганистан		
Afganili		derived	t		TRUE	Afghan (_relating to Afghanistan, its people, or their language_)		afgana	afgano							Afgani + -li		afghan			
Afganiyen		derived	b		TRUE	Afghan (_a native or inhabitant of Afghanistan_)		afgano	afgano (_persona_)							Afgani + -yen		Afghan			
Afrika		proper word	su n		TRUE	Africa		Afriko	África		Afrika				geografi, daygeo	Englisa (Africa), Fransesa (Afrique), Doycisa (Afrika), Rusisa (Африка “Afrika”), Espanisa (Africa), Arabisa (أَفْرِيقِيَا “ʾafrīqiyā”), Hindi (अफ़्रीका “afrīkā”), Telugusa (ఆఫ్రికా “āphrikā”), Swahilisa (Afrika), Turkisa (Afrika), Indonesisa (Afrika), Pilipinasa (Aprika), Koreasa (아프리카 “apeurika”), Niponsa (アフリカ “afurika”)		Afrique	Африка		
Afrikali		derived	t		TRUE	African (_relating to Africa and its people_)		afrika	africano							Afrika + -li		africain	африканский		
Afrikanse		proper word	su t		TRUE	Afrikaans (_relating to the Afrikaner people, their way of life, or their language_)		afrikansa (_pri afrikansoj/afrikaneroj, ilia vivmaniero, aŭ ilia lingvo_)	afrikáner (_relacionado con las personas afrikáneres, su forma de vida, o su idioma_)		afrikaans (_die Volksgruppe der Afrikaander, ihre Kultur oder Sprache betreffend_)					Afrikansesa (Afrikaans)					
Afrikansesa		derived	b		TRUE	Afrikaans (language)		la afrikansa (lingvo), afrikanso	(idioma) afrikáans						basa	Afrikanse + -sa			африкаанс		
Afrikanseyen		derived	b		TRUE	Afrikaner		afrikanso, arikanero, buro	afrikáner, bóer							Afrikanse + -yen					
Afrikayen		derived	b		TRUE	African (_a native or inhabitant of Africa_)		afrikano	africano (_persona_)							Afrika + -yen					
afsane		root	b		TRUE	legend		legendo	leyenda		Legende					Hindi (अफ़्साना “afsana”), Turkisa (efsane), Parsisa (افسانه “afsâne”)			легенда		
afsaneli		derived	t		FALSE	legendary		legenda; legende	legendario							afsane + -li			легендарный		
agil		root	t		TRUE	agile; agilely		facilmova; facilmove	ágil; ágilmente		beweglich, geschickt, geschmeidig, flink, agil					Englisa (agile), Fransesa (agile), Doycisa (agil), Espanisa (ágil), Makedonisa (агилен “agilen”)					
agilya		derived	b		TRUE	agility		facilmoveco	agilidad							agil + -ya					
Agustin		proper word	su n		FALSE	Augustine		Aŭgusteno	A(u)gustín						name	Englisa (Augustine, Austin), Espanisa (Agustín), Fransesa (Augustin), Rusisa (Августин “Avgustin”), Doycisa (Augustinus), Indonesisa (Agustinus), Pilipinasa (Agustin), Hindi (ऍगस्टीन “Egastin”), Arabisa (أوغسطينوس “Awghustinus”), Swahilisa (Agostino), Parsisa (آگوستین “Âgostin”), Turkisa (Augustinus), Putunhwa (奥古斯丁 “Awgusiding”), Koreasa (아우구스티누스 “Augusutinusu”), Niponsa (アウグスティヌス “Augusutinusu”), Vyetnamsa (Augustinô)			Августин		
Ahab		proper word	su n		FALSE	Ahab		Aĥab	Acab, Ajab						name	Englisa (Ahab), Espanisa (Acab, Ajab), Fransesa (Achab), Rusisa (Ахав “Ahav”), Doycisa (Ahab), Indonesisa (Ahab), Pilipinasa (Acab, Ahab), Hindi (अहाब “Ahab”), Telugusa (అహాబు “Ahabu”), Arabisa (أَخْآبُ “Ahab”), Swahilisa (Ahabu), Parsisa (اخاب “Ahab”), Turkisa (Ahav), Putunhwa (亚哈 “Yaha”), Koreasa (아합 “Ahab”), Niponsa (アハブ “Ahabu”), Vyetnamsa (A-háp)			Ахав		
aham		root	b.oj; il		TRUE	comprehension, understanding; understand, comprehend; I see, understood		kompreno; kompreni; mi komprenas, komprenita	entendimiento, comprensión; entender, comprender; ya veo, entendido, ajá						intrelogalexi	Arabisa (فهم “fahum”), Swahilisa (-fahamu), Indonesisa (paham, memahami), Parsisa (فهم “fahm”), Englisa (aha moment), Doycisa (Aha-Moment), Pilipinasa (alam)					
ahamgi		derived	b.oj		FALSE	clear up, make (somebody) understand		komprenigo; komprenigi	aclaración, explicación; aclarar, explicar							aham + -gi					
ahamible		derived	t		TRUE	understandable, comprehensible, intelligible; understandably, comprehensibly, intelligibly		komprenebla; kompreneble	entendible, comprensible, inteligible; entendiblemente, comprensiblemente, inteligiblemente							aham + -ible					
ahamnenible		derived	t		FALSE	incomprehensible; incomprehensibly		nekomprenebla; nekompreneble	incomprensible, ininteligible; incomprensiblemente							aham + nen- + -ible					
ajabu		root	t		TRUE	strange, weird, odd, peculiar; strangely, weirdly, oddly, peculiarly		stranga, bizara, kurioza; strange, bizare, kurioze	extraño, raro, peculiar							Hindi (अजीब “ajib”), Parsisa (عجیب “ajib”), Turkisa (acayip), Swahilisa (ajabu), Arabisa (عجيب “ajib”)					
ajabuxey		derived	b		TRUE	peculiarity, oddity		strangaĵo, bizaraĵo, kuriozaĵo	extrañez(a), rareza, peculiaridad							ajabu + -xey					
ajabuya		derived	b		TRUE	strangeness, weirdness, oddness, peculiarity		strangeco, bizareco, kuriozeco	extrañez(a), rareza, peculiaridad							ajabu + -ya					
ajabuyen		derived	b		TRUE	oddball, weirdo, crank, eccentric, strange person		strangulo, bizarulo, kuriozulo	bicho raro, excéntrico, tipo raro, rarito							ajabu + -yen					
ajela		root	b.nenoj; il		TRUE	hurry, rush, haste, urgency; hurry, rush, haste; hurry up		hasto, urĝeco; hasti, urĝi, rapidi	prisa, urgencia, apuro, apremio; apresurarse, darse prisa, apurarse; de prisa							Arabisa (عَجَلَة “ajala”, عَجِلَ “ajila”), Turkisa (acele, aciliyet), Parsisa (عجله “ajale”, عجلة “ajalat”)					
ajelado		derived	t		FALSE	rushed, in a rush, in a hurry		hastinta, urĝita, hastigita, rapidinta	acelerado, apresurado, con prisa, a las corridas, apurado, a la carrera							ajela + -do					
ajelapul		derived	t		FALSE	hasty, rushed; hastily		hasta, urĝa; haste, urĝe	acelerado, apresurado, veloz, con prisa; aceleradamente, apresuradamente							ajela + -pul					
akaci		root	b		FALSE	acacia		akacio	acacia, guacia, robinia, tusca, aromo, moruro, guaje, _Acacia_						planta, drevo	Englisa (acacia), Espanisa (acacia), Fransesa (acacia), Rusisa (акация “akatsiya”), Doycisa (Akazie), Portugalsa (acacia), Italisa (acacia), Indonesisa (akasia), Pilipinasa (akasya), Arabisa (أَقَاقِيَا “aqaqiya”), Parsisa (آکاسیا “'âkâsiyâ”), Turkisa (akasya), Koreasa (아카시아 “akaxia”), Niponsa (アカシア “akaxia”)			акация		
Akade		proper word	su n		FALSE	Akkad		Akado	Acad(ia)						name	Akadesa (𒀀𒂵𒉈𒆠 “Akade”)			Аккад		
akademi		root	b		TRUE	academy		akademio	academia						eskolya	Doycisa (Akademie), Englisa (academy), Espanisa (academia), Fransesa (académie), Rusisa (академия “akademiya”), Arabisa (أَكَادِيمِيَّة “ʾakādīmiyya”), Parsisa (آکادمی “âkâdemi”), Turkisa (akademi), Swahilisa (akademia), Hindi (अकादमी “akādmī”), Telugusa (అకాడమీ “akāḍamī”), Indonesisa (akademi), Pilipinasa (akademya), Niponsa (アカデミー “akademī”), Koreasa (아카데미 “akademi”)			академия		
akademili		derived	t		FALSE	academic; academically		akademia; akademie	académico; académicamente							akademi + -li			академический		
akere		root	b		TRUE	acre		akreo, akro	acre (_unidad de área_), ac						meterya	Englisa (acre), Espanisa (acre), Fransesa (acre), Rusisa (акр “akr”), Doycisa (Acker), Indonesisa (ekar), Pilipinasa (akre), Hindi (एकड़ “ekar”), Arabisa (آكِر “akir”), Niponsa (エーカー “eka”), Telugusa (ఎకరం “ekaram”), Turkisa (akre), Koreasa (에이커 “eyko”), Swahilisa (ekari)			акр 		
akereje		derived	b		FALSE	acreage		akreaĵo, akrearo	área (en acres), extensión, superficie							akere + -je					
akiku		root	b		FALSE	agate		agato	ágata						petra	Indonesisa (akik), Hindi (अकीक “akik”), Arabisa (عقيق “akik”), Parsisa (عقیق “'aqiq”), Turkisa (akik)					
akne		root	b		TRUE	acne		akneo, akno(j)	acné							Englisa (acne), Espanisa (acné), Fransesa (acné), Rusisa (акне “akne”), Doycisa (Akne), Indonesisa (akne), Pilipinasa (akne), Turkisa (akne), Parsisa (آکنه “akne”)			акне		
aknemon		derived	b		FALSE	pustule, pimple, zit		aknero, akno	pústula, granito, barro, espinilla							akne + -mon					
aknepul		derived	t		FALSE	pimply		akna, alnoplena	lleno de granos, graniento, acneico							akne + -pul					
akonto		root	b		TRUE	account		konto	cuenta, membresía, registro		Konto					Englisa (account), Espanisa (cuenta), Fransesa (compte), Rusisa (аккаунт “akkaunt”), Doycisa (Konto), Indonesisa (akun), Pilipinasa (akawnt, kuwenta), Niponsa (アカウント “akaunto”), Koreasa (어카운트 “okauntu”), Swahilisa (akaunti)					
akorde		root	b		FALSE	chord (_music_)		akordo (_muziko_)	acorde (_música_)							Englisa (chord), Espanisa (acorde), Fransesa (accord), Rusisa (аккорд “akkord”), Doycisa (Akkord), Pilipinasa (akorde), Swahilisa (kordi), Parsisa (آکورد “âkord”), Turkisa (akor, akort)			аккорд 		
akordyon		root	b		FALSE	accordion		akordiono	acordeón						musikatul	Englisa (accordion), Espanisa (acordeón), Fransesa (accordéon), Rusisa (аккордеон “akkordeon”), Doycisa (Akkordeon), Indonesisa (akordeon), Pilipinasa (akordeon, kurdiyon), Hindi (अकॉर्डियन “akordiyan”), Tamilsa (அக்கார்டியன் “akardian”), Arabisa (أَكُورْدِيُون “akurdiyun”), Swahilisa (kodiana), Parsisa (آکاردئون “âkârde'on”), Turkisa (akordiyon), Koreasa (아코디언 “akodion”), Niponsa (アコーデオン “akodeon”), Vyetnamsa (ắc-coóc-đê-ông)					
akran		root	b		TRUE	scorpion, _Scorpiones_		skorpio	escorpión, alacrán, _Scorpiones_						hewan	Espanisa (alacrán), Pilipinasa (alakdan), Hindi (अकरब “akrab”), Arabisa (عَقْرَب “akrab”), Turkisa (akrep), Parsisa (عقرب “akrab”), Swahilisa (akarabu)			скорпион		
akrobati		root	b		TRUE	acrobatics		akrobatado	acrobacia							Englisa (acrobatics), Espanisa (acrobacia), Fransesa (acrobatie), Rusisa (акробатика “akrobatika”), Doycisa (Akrobatik), Indonesisa (akrobatik), Pilipinasa (akrobatika), Turkisa (akrobasi), Parsisa (آکروباتیک “âkrobâtik”)			акробатика		
akrobatili		derived	t		FALSE	acrobatic		akrobata	acrobático; acrobáticamente							akrobati + -li			акробатический		
akrobatiyen		derived	b		TRUE	acrobat 		akrobato	acróbata							akrobati + -yen			акробат		
akse		root	b		TRUE	axis, axle		akso	eje							Englisa (axis), Espanisa (eje), Fransesa (axe), Rusisa (ось “os”), Doycisa (Achse), Italisa (asse), Pilipinasa (axis, ehe), Hindi (अक्ष “akx”), Telugusa (అక్షము “akxamu”), Turkisa (eksen), Parsisa (آسه “ase”)					
akseli		derived	t		FALSE	axial		aksa	axi(a)l; axialmente							akse + -li					
aksento		root	b		TRUE	accent (_sociolinguistics_)		akĉento	acento (_sociolingüística_)		Akzent (Aussprache)					Englisa (accent), Espanisa (acento), Fransesa (acento), Rusisa (акцент “aktsent”), Doycisa (Akzent), Indonesisa (aksen), Turkisa (aksan), Parsisa (اکسنت “aksent”)			акцент, выговор		
aksetyan		derived	b		FALSE	coordinate		koordinato	coordenada							akse + tyan	Swahilisa (majiranukta)		координата		
aksyoma		root	b		FALSE	axiom, postulate, assumption		aksiomo, postulato	axioma, principio, postulado, suposición						palalogi	Englisa (axiom), Espanisa (axioma), Fransesa (axiome), Rusisa (аксиома “aksioma”), Doycisa (Axiom), Indonesisa (aksioma), Parsisa (آکسیوم “aksiyom”), Turkisa (aksiyom)			аксиома, постулат		
aksyomali		derived	t		FALSE	axiomatic; axiomatically		aksioma; aksiome	axiomático; axiomáticamente							aksyoma + -li					
aksyon		root	b.nenoj		TRUE	action, activity, performance; act, take action, behave, perform		ago; agi	acción, actividad; actuar (_ponerse en acción_)							Englisa (action), Pilipinasa (aksyon), Indonesisa (reaksi), Doycisa (Aktion), Rusisa (реакция “reaktsiya”), Espanisa (acción), Turkisa (reaksiyon)					
aksyonfil		derived	t		TRUE	active, energetic; actively, energetically		agema, energia; ageme	activo, energético; activamente, energéticamente							aksyon + -fil					
aksyonkadam		derived	b		FALSE	procedure		proceduro	procedimiento, método, trámite							aksyon + kadam					
akxu		root	b		TRUE	vice (_moral_)		malvirto	vicio				fadila			Putunhwa (恶习 “exi”), Niponsa (悪習 “akuxu”), Koreasa (악습 “aksup”)					
akxupul		derived	t		FALSE	wicked, vile, viciuos; wickedly, vilely, viciuosly		malvirta; malvirte	malvado, retorcido, vil; vilmente			fadilakal				akxu + -pul					
albatros		root	b		TRUE	albatross, _Diomedeidae_		albatroso, diomedeo	albatros, alcatraz, _Diomedeidae_						hewan	Englisa (albatross), Espanisa (albatros), Fransesa (albatros), Rusisa (альбатрос “albatros”), Doycisa (Albatros), Indonesisa (albatros), Pilipinasa (albatros), Niponsa (アルバトロス “arubatorosu”), Telugusa (ఆల్బట్రాస్ “albatras”), Parsisa (آلباتروس “albatros”), Swahilisa (albatrosi)			альбатрос 		
alegori		root	b		TRUE	allegory		alegorio	alegoría							Englisa (allegory), Espanisa (alegoría), Fransesa (allégorie), Rusisa (аллегория “allegoriya”), Doycisa (Allegorie), Indonesisa (alegori), Pilipinasa (alegoriya), Niponsa (アレゴリー “aregori”), Turkisa (alegori), Koreasa (알레고리 “allegori”)			иносказание, аллегория		
alegorili		derived	t		FALSE	allegoric; axiomatically		alegoria; alegorie	alegórico; alegóricamente							alegori + -li					
Aleksandro		proper word	su n		FALSE	Alexander		Aleksandro	Alejandro						name	Englisa (Alexander), Espanisa (Alejandro), Fransesa (Alexandre), Rusisa (Александр “Aleksandr”), Doycisa (Alexander), Indonesisa (Aleksander), Pilipinasa (Alejandro), Hindi (सिकंदर “Sikandar”), Telugusa (అలెగ్జాండర్ “Alegjandar”), Arabisa (إِسْكَنْدَر “iskandar”), Swahilisa (Aleksanda), Parsisa (إِسْكَنْدَر “Eskander”), Turkisa (İskender), Putunhwa (亚历山大 “Yalishanda”), Koreasa (알렉산더 “Aleksando”, 알렉산드로스 “Aleksandurosu”), Niponsa (アレクサンダー “Arekusanda”, アレキサンダー “Arekisanda”, アレクサンドロス “Arekusandorosu”), Vyetnamsa (A Lịch Sơn)			Александр		
alergi		root	b		TRUE	allergy		alergio	alergia						medis	Englisa (allergy), Fransesa (allergie), Doycisa (Allergie), Rusisa (аллергия “allergiya”), Espanisa (alergia), Hindi (एलर्जी “elarjī”), Turkisa (alerji), Indonesisa (alergi), Pilipinasa (alerdyi), Arabisa (أَرَجِيَّة “ʾarajiyya”), Parsisa (آلرژی “âlerži”), Niponsa (アレルギー “arerugī”), Koreasa (알레르기 “allereugi”)			аллергия 		
