Word,Category,WordClass,VerbTransitivity,OfficialWord,TranslationEng,SearchTermsEng,TranslationEpo,TranslationSpa,TransNote,TranslationDeu,Synonyms,Antonyms,Example,Tags,LexiliAsel,See Also,TranslationFra,TranslationRus,TranslationZho
adresukitabu,derived,b,,FALSE,address book,,adreslibro,"agenda, libreta de direcciones, guía de direcciones",,,,,,,adresu + kitabu,,,,
adresulari,derived,b,,TRUE,directory,,"adresaro, adresliro",directorio,,,,,,,adresu + -lari,,,,
Adrya,proper word,su n,,FALSE,Adria,,"Adria, Adriatiko","Adriático (_mar_), Adria (_municipio_)",,,,,,,"Italisa (Adria), Fransesa (Adria), Doycisa (Adria), Exkiperisa (Adria), Serbisa (Адрији “Adriyi”), Elinisa (Αδρία “Adria”), Espanisa (Adria), Rusisa (Адрия “Adriya”), Idonesisa (Adria), Pilipinasa (Adria), Arabisa (أدريا “Adria”), Swahilisa (Adria), Parsisa (ادرایا “Adriya”), Turkisa (Adria), Putunhwa (阿德里亚 “Adeliya”), Hangusa (아드리아 “Aduria”), Niponsa (アドリア “Adoria”), Vyetnamsa (Adria)",,,,
afarin,root,b.oj; il,,TRUE,"applause; applaud, clap; well done, good job, bravo",,"aplaŭdo; aplaŭdi; bone farita, brave","aplauso; aplaudir; bien hecho, bravo",,,,,,intrelogalexi,"Hindi (आफ़रीन “āfrīn”), Arabisa (عَفَارِم “ʿafārim”), Turkisa (aferin), Parsisa (آفرین “âfarin”), Niponsa (あっぱれ “appare”)",,,,
afatu,root,b,,TRUE,"disaster, catastrophe, calamity",,katastrofo,"desastre, catástrofe, calamidad",,,,,,,"Hindi (आफ़त “afat”), Arabisa (آفَة “afa”), Turkisa (afet), Parsisa (آفت “afat”), Swahilisa (afa)",,,,
afatupul,derived,t,,FALSE,"catastrophic, disastrous",,katastrofa; katastrofe,"catastrófico, desastroso; catastróficamente, desastrosamente",,,,,,,afatu + -pul,,,,
Afgani,proper word,su n,,TRUE,Afghanistan,,"Afganio, Afganujo",Afganistán,,Afghanistan,,,,dexa,Paxtunsa (افغانستان “Afġānistān”),,,,
Afganili,derived,t,,TRUE,"Afghan (_relating to Afghanistan, its people, or their language_)",,afgana,afgano,,,,,,,Afgani + -li,,,,
Afganiyen,derived,b,,TRUE,Afghan (_a native or inhabitant of Afghanistan_),,afgano,afgano (_persona_),,,,,,,Afgani + -yen,,,,
Afrika,proper word,su n,,TRUE,Africa,,Afriko,África,,Afrika,,,,"geografi, daygeo","Englisa (Africa), Fransesa (Afrique), Doycisa (Afrika), Rusisa (Африка “Áfryika”), Espanisa (Africa), Arabisa (أَفْرِيقِيَا “ʾafrīqiyā”), Hindi (अफ़्रीका “afrīkā”), Telugusa (ఆఫ్రికా “āphrikā”), Swahilisa (Afrika), Turkisa (Afrika), Indonesisa (Afrika), Pilipinasa (Aprika), Hangusa (아프리카 “apeurika”), Niponsa (アフリカ “afurika”)",,,,
Afrikali,derived,t,,TRUE,African (_relating to Africa and its people_),,afrika,africano,,,,,,,Afrika + -li,,,,
Afrikanse,proper word,su t,,TRUE,"Afrikaans (_relating to the Afrikaner people, their way of life, or their language_)",,"afrikansa (_pri afrikansoj/afrikaneroj, ilia vivmaniero, aŭ ilia lingvo_)","afrikáner (_relacionado con las personas afrikáneres, su forma de vida, o su idioma_)",,"afrikaans (_die Volksgruppe der Afrikaander, ihre Kultur oder Sprache betreffend_)",,,,,Afrikansesa (Afrikaans),,,,
Afrikansesa,derived,b,,TRUE,Afrikaans (language),,"la afrikansa (lingvo), afrikanso",(idioma) afrikáans,,,,,,basa,Afrikanse + -sa,,,,
Afrikanseyen,derived,b,,TRUE,Afrikaner,,"afrikanso, arikanero, buro","afrikáner, bóer",,,,,,,Afrikanse + -yen,,,,
Afrikayen,derived,b,,TRUE,African (_a native or inhabitant of Africa_),,afrikano,africano (_persona_),,,,,,,Afrika + -yen,,,,
afsane,root,b,,TRUE,legend,,legendo,leyenda,,Legende,,,,,"Hindi (अफ़्साना “afsana”), Turkisa (efsane), Parsisa (افسانه “afsâne”)",,,,
afsaneli,derived,t,,FALSE,legendary,,legenda; legende,legendario,,,,,,,afsane + -li,,,,
afyun,root,b,,FALSE,opium,,opio,"opio, anfión",,,,,,,"Englisa (opium), Espanisa (opio, anfión), Fransesa (opium), Rusisa (опий “ópyiy”, опиум “ópyium”), Doycisa (Opium), Indonesisa (apiun), Pilipinasa (opium, opyo, apyan, ampiyon), Hindi (अफ़ीम “afim”, अहिफेन “ahifen”, अफेन “afen”), Telugusa (అభిని “abini”), Arabisa (أَفْيُون “ʔafyūn”), Swahilisa (afyuni), Parsisa (افیون “afyun”), Turkisa (afyon), Putunhwa (鸦片 “yapyen”, 阿片 “apyen”), Hangusa (아편 “apyon”), Niponsa (阿片 “ahen”, オピウム “opyumu”), Vyetnamsa (á phiện)",,,,
agil,root,t,,TRUE,agile; agilely,,facilmova; facilmove,ágil; ágilmente,,"beweglich, geschickt, geschmeidig, flink, agil",,,,,"Englisa (agile), Fransesa (agile), Doycisa (agil), Espanisa (ágil), Makedonisa (агилен “agilen”)",,,,
agilya,derived,b,,TRUE,agility,,facilmoveco,agilidad,,,,,,,agil + -ya,,,,
aham,root,b.oj; il,,TRUE,"comprehension, understanding; understand, comprehend; I see, understood",,"kompreno; kompreni; mi komprenas, komprenita","entendimiento, comprensión; entender, comprender; ya veo, entendido, ajá",,,,,,intrelogalexi,"Arabisa (فهم “fahum”), Swahilisa (-fahamu), Indonesisa (paham, memahami), Parsisa (فهم “fahm”), Englisa (aha moment), Doycisa (Aha-Moment), Pilipinasa (alam)",,,,
ahamgi,derived,b.oj,,FALSE,"clear up, make understand",,komprenigo; komprenigi,"aclaración, explicación; aclarar, explicar",,,,,,,aham + -gi,,,,
ahamible,derived,t,,TRUE,"understandable, comprehensible, intelligible; understandably, comprehensibly, intelligibly",,komprenebla; kompreneble,"entendible, comprensible, inteligible; entendiblemente, comprensiblemente, inteligiblemente",,,,,,,aham + -ible,,,,
ahamnenible,derived,t,,FALSE,incomprehensible; incomprehensibly,,nekomprenebla; nekompreneble,"incomprensible, ininteligible; incomprensiblemente",,,,,,,aham + nen- + -ible,,,,
ajabu,root,t,,TRUE,"strange, weird, odd, peculiar; strangely, weirdly, oddly, peculiarly",,"stranga, bizara, kurioza; strange, bizare, kurioze","extraño, raro, peculiar",,,,,,,"Hindi (अजीब “ajib”), Parsisa (عجیب “ajib”), Turkisa (acayip), Swahilisa (ajabu), Arabisa (عجيب “ajib”)",,,,
ajabuxey,derived,b,,TRUE,"peculiarity, oddity",,"strangaĵo, bizaraĵo, kuriozaĵo","extrañez(a), rareza, peculiaridad",,,,,,,ajabu + -xey,,,,
ajabuya,derived,b,,TRUE,"strangeness, weirdness, oddness, peculiarity",,"strangeco, bizareco, kuriozeco","extrañez(a), rareza, peculiaridad",,,,,,,ajabu + -ya,,,,
ajabuyen,derived,b,,TRUE,"oddball, weirdo, crank, eccentric, strange person",,"strangulo, bizarulo, kuriozulo","bicho raro, excéntrico, tipo raro, rarito",,,,,,,ajabu + -yen,,,,
ajela,root,b.oro,movement (like harka),TRUE,"hurry, rush, haste, urgency; hurry, rush, haste",,"hasto, urĝeco; hasti, urĝi, hastigi, rapidi","prisa, urgencia, apuro, apremio; apresurar, apresurarse, darse prisa, apurar, apurarse, apremiar, carrerear, correr",,,,,,,"Arabisa (عَجَلَة “ajala”, عَجِلَ “ajila”), Turkisa (acele, aciliyet), Parsisa (عجله “ajale”, عجلة “ajalat”)",,,,
akaci,root,b,,FALSE,acacia,,akacio,"acacia, guacia, robinia, tusca, aromo, moruro, guaje, _Acacia_",,,,,,"planta, drevo","Englisa (acacia), Espanisa (acacia), Fransesa (acacia), Rusisa (акация “akatsiya”), Doycisa (Akazie), Portugalsa (acacia), Italisa (acacia), Indonesisa (akasia), Pilipinasa (akasya), Arabisa (أَقَاقِيَا “aqaqiya”), Parsisa (آکاسیا “'âkâsiyâ”), Turkisa (akasya), Hangusa (아카시아 “akaxia”), Niponsa (アカシア “akaxia”)",,,,
akademi,root,b,,TRUE,academy,,akademio,academia,,,,,,eskolya,"Doycisa (Akademie), Englisa (academy), Espanisa (academia), Fransesa (académie), Rusisa (академия “akadyémyiya”), Arabisa (أَكَادِيمِيَّة “ʾakādīmiyya”), Parsisa (آکادمی “âkâdemi”), Turkisa (akademi), Swahilisa (akademia), Hindi (अकादमी “akādmī”), Telugusa (అకాడమీ “akāḍamī”), Indonesisa (akademi), Pilipinasa (akademya), Niponsa (アカデミー “akademī”), Hangusa (아카데미 “akademi”)",,,,
akademili,derived,t,,FALSE,academic; academically,,akademia; akademie,académico; académicamente,,,,,,,akademi + -li,,,,
akere,root,b,,TRUE,acre,,"akreo, akro","acre (_unidad de área_), ac",,,,,,meterya,"Englisa (acre), Espanisa (acre), Fransesa (acre), Rusisa (акр “ákr”), Doycisa (Acker), Indonesisa (ekar), Pilipinasa (akre), Hindi (एकड़ “ekar”), Arabisa (آكِر “akir”), Niponsa (エーカー “eka”), Telugusa (ఎకరం “ekaram”), Turkisa (akre), Hangusa (에이커 “eyko”), Swahilisa (ekari)",,,,
akne,root,b,,TRUE,acne,,"akneo, akno(j)",acné,,,,,,,"Englisa (acne), Espanisa (acné), Fransesa (acné), Rusisa (акне “akné”), Doycisa (Akne), Indonesisa (akne), Pilipinasa (akne), Turkisa (akne), Parsisa (آکنه “akne”)",,,,
aknemon,derived,b,,FALSE,"pustule, pimple, zit",,"aknero, akno","pústula, granito, barro, espinilla",,,,,,,akne + -mon,,,,
aknepul,derived,t,,FALSE,pimply,,"akna, alnoplena","lleno de granos, graniento, acneico",,,,,,,akne + -pul,,,,
akonto,root,b,,TRUE,account,,konto,"cuenta, membresía, registro",,Konto,,,,,"Englisa (account), Espanisa (cuenta), Fransesa (compte), Rusisa (аккаунт “akkáunt”), Doycisa (Konto), Indonesisa (akun), Pilipinasa (akawnt, kuwenta), Niponsa (アカウント “akaunto”), Hangusa (어카운트 “okauntu”), Swahilisa (akaunti)",,,,
akorde,root,b,,FALSE,chord (_music_),,akordo (_muziko_),acorde (_música_),,,,,,,"Englisa (chord), Espanisa (acorde), Fransesa (accord), Rusisa (аккорд “akord”), Doycisa (Akkord), Pilipinasa (akorde), Swahilisa (kordi), Parsisa (آکورد “âkord”), Turkisa (akor, akort)",,,,
akordyon,root,b,,FALSE,accordion,,akordiono,acordeón,,,,,,musikatul,"Englisa (accordion), Espanisa (acordeón), Fransesa (accordéon), Rusisa (аккордеон “akkordeon”), Doycisa (Akkordeon), Indonesisa (akordeon), Pilipinasa (akordeon, kurdiyon), Hindi (अकॉर्डियन “akordiyan”), Tamilsa (அக்கார்டியன் “akardian”), Arabisa (أَكُورْدِيُون “akurdiyun”), Swahilisa (kodiana), Parsisa (آکاردئون “âkârde'on”), Turkisa (akordiyon), Hangusa (아코디언 “akodion”), Niponsa (アコーデオン “akodeon”), Vyetnamsa (ắc-coóc-đê-ông)",,,,
akran,root,b,,TRUE,"scorpion, _Scorpiones_",,skorpio,"escorpión, alacrán, _Scorpiones_",,,,,,hewan,"Espanisa (alacrán), Pilipinasa (alakdan), Hindi (अकरब “akrab”), Arabisa (عَقْرَب “akrab”), Turkisa (akrep), Parsisa (عقرب “akrab”), Swahilisa (akarabu)",,,,
akrobati,root,b,,TRUE,acrobatics,,akrobatado,acrobacia,,,,,,,"Englisa (acrobatics), Espanisa (acrobacia), Fransesa (acrobatie), Rusisa (акробатика “akrobátyika”), Doycisa (Akrobatik), Indonesisa (akrobatik), Pilipinasa (akrobatika), Turkisa (akrobasi), Parsisa (آکروباتیک “âkrobâtik”)",,,,
akrobatiyen,derived,b,,TRUE,acrobat ,,akrobato,acróbata,,,,,,,akrobati + -yen,,,,
akse,root,b,,TRUE,axis,,akso,eje,,,,,,,"Englisa (axis), Espanisa (eje), Fransesa (axe), Rusisa (ось “ósy”), Doycisa (Achse), Italisa (asse), Pilipinasa (axis, ehe), Hindi (अक्ष “akx”), Telugusa (అక్షము “akxamu”), Turkisa (eksen), Parsisa (آسه “ase”)",,,,
aksento,root,b,,TRUE,accent (_sociolinguistics_),,akĉento,acento (_sociolingüística_),,Akzent (Aussprache),,,,,"Englisa (accent), Espanisa (acento), Fransesa (acento), Rusisa (акцент “aktsént”), Doycisa (Akzent), Indonesisa (aksen), Turkisa (aksan), Parsisa (اکسنت “aksent”)",,,,
aksetyan,derived,b,,FALSE,coordinate,,koordinato,coordenada,,,,,,,akse + tyan,Swahilisa (majiranukta),,,
aksyoma,root,b,,FALSE,"axiom, postulate, assumption",,"aksiomo, postulato","axioma, principio, postulado, suposición",,,,,,palalogi,"Englisa (axiom), Espanisa (axioma), Fransesa (axiome), Rusisa (аксиома “aksioma”), Doycisa (Axiom), Indonesisa (aksioma), Parsisa (آکسیوم “aksiyom”), Turkisa (aksiyom)",,,,
aksyon,root,b.nenoj,,TRUE,"action, activity; act, take action, behave",,ago; agi,"acción, actividad; actuar (_ponerse en acción_)",,,,,,,"Englisa (action), Pilipinasa (aksyon), Indonesisa (reaksi), Doycisa (Aktion), Rusisa (реакция “ryeáktsiya”), Espanisa (acción), Turkisa (reaksiyon)",,,,
aksyonfil,derived,t,,TRUE,"active, energetic; actively, energetically",,"agema, energia; ageme","activo, energético; activamente, energéticamente",,,,,,,aksyon + -fil,,,,
akxu,root,b,,TRUE,vice (_moral_),,malvirto,vicio,,,,fadila,,,"Putunhwa (恶习 “exi”), Niponsa (悪習 “akuxu”), Hangusa (악습 “aksup”)",,,,
akxupul,derived,t,,FALSE,"wicked, vile; wickedly, vilely",,malvirta; malvirte,"malvado, retorcido, vil; vilmente",,,fadilakal,,,,akxu + -pul,,,,
albatros,root,b,,TRUE,"albatross, _Diomedeidae_",,"albatroso, diomedeo","albatros, alcatraz, _Diomedeidae_",,,,,,hewan,"Englisa (albatross), Espanisa (albatros), Fransesa (albatros), Rusisa (альбатрос “alybatrós”), Doycisa (Albatros), Indonesisa (albatros), Pilipinasa (albatros), Niponsa (アルバトロス “arubatorosu”), Telugusa (ఆల్బట్రాస్ “albatras”), Parsisa (آلباتروس “albatros”), Swahilisa (albatrosi)",,,,
alegori,root,b,,TRUE,allegory,,alegorio,alegoría,,,,,,,"Englisa (allegory), Espanisa (alegoría), Fransesa (allégorie), Rusisa (аллегория “allyegóryiya”), Doycisa (Allegorie), Indonesisa (alegori), Pilipinasa (alegoriya), Niponsa (アレゴリー “aregori”), Turkisa (alegori), Hangusa (알레고리 “allegori”)",,,,
alergi,root,b,,TRUE,allergy,,alergio,alergia,,,,,,medis,"Englisa (allergy), Fransesa (allergie), Doycisa (Allergie), Rusisa (аллергия “allyergyíya”), Espanisa (alergia), Hindi (एलर्जी “elarjī”), Turkisa (alerji), Indonesisa (alergi), Pilipinasa (alerdyi), Arabisa (أَرَجِيَّة “ʾarajiyya”), Parsisa (آلرژی “âlerži”), Niponsa (アレルギー “arerugī”), Hangusa (알레르기 “allereugi”)",,,,
alergili,derived,t,,TRUE,allergic (_caused by or relating to an allergy_),,alergia (_kaŭzita de aŭ rilata al alergio_); alergie,alérgico (_causado por o relacionado con una alergia_),,,,,,,alergi + -li,,,,
alergipul,derived,t,,TRUE,allergic (_having an allergy_),,alergia (al),alérgico (_que padece o tiene alergia_),,,,,,,alergi + -pul,,,,
alga,root,b,,TRUE,"alga, algae",,algo(j),alga,,,,,,,"Englisa (alga), Espanisa (alga), Fransesa (algue), Doycisa (Alge), Indonesisa (alga), Turkisa (alg), Parsisa (آلگ “alg”), Swahilisa (alga)",,,,
algafutru,derived,b,,FALSE,lichen,,"liĥeno, likeno",liquen,,,,,,,alga + futru,,,,
algoritma,root,b,,TRUE,algorithm,,algoritmo,algoritmo,,,,,,,"Englisa (algorithm), Espanisa (algoritmo), Fransesa (algorithme), Rusisa (алгоритм “algoryítm”), Doycisa (Algorithmus), Indonesisa (algoritme), Pilipinasa (algoritmo), Hindi (अल्गोरिद्म “algoridma”), Arabisa (خُوَارِزْمِيَّة “huwarizmiya”), Niponsa (アルゴリズム “arugorizumu”), Telugusa (అల్గోరిథం “algoritam”), Hangusa (알고리즘 “algorijum”), Turkisa (algoritma), Parsisa (الگوریتم “algoritm”), Swahilisa (algorithimu)",,,,
aligator,root,b,,TRUE,"alligator, _Alligatorinae_",,aligatoro,"aligátor, lagarto (de Indias), caimán, yacaré, _Alligator_",,,,,,"hewan, retilyen","Englisa (alligator), Espanisa (aligátor), Fransesa (alligator), Rusisa (аллигатор “allyigátor”), Doycisa (Alligator), Indonesisa (alligator), Pilipinasa (aligeytor), Arabisa (قَاطُور “katur”), Niponsa (アリゲーター “arigeta”), Tamilsa (அலிகேட்டர் “aliketar”), Turkisa (alligator), Hangusa (앨리게이터 “eligeito”), Swahilisa (aligatori, aligeita)",,,,
alim,root,b.oj,,TRUE,"instruction, teaching; teach, instruct",,instruo; instrui,"instrucción, enseñanza; enseñar, instruir",,,,,,eskolya,"Arabisa (علم “alim”), Parsisa (معلم “moalem”), Hindi (तालीम “talim”), Swahilisa (elimu, mwalimu), Turkisa (talimat)",,,,
alimible,derived,t,,TRUE,"teachable, amenable to instruction",,instruebla; instrueble,enseñable,,,,,,,alim + -ible,,,,
alimli,derived,t,,TRUE,instructional; instructionally,,instrua; instrue,"instructivo, de instrucción, de enseñanza",,,,,,,alim + -li,,,,
alimlogi,derived,b,,FALSE,pedagogy,,"pedagogio, instruscienco",pedagogía,,,,,,eskolya,alim + -logi,,,,
alimlogili,derived,t,,FALSE,pedagogic; pedagogically,,"pedagogia, instruscienca; pedagogie, instruscience",pedagógico,,,,,,,alim + -logi + -li,,,,
alimne,derived,t,,TRUE,instructive; instructively,,instruanta; instruante,educativo,,,,,,,alim + -ne,,,,
alimxey,derived,b,,TRUE,"teaching, teachings",,instruaĵo,enseñanza,,,,,,eskolya,alim + -xey,,,,
alimyen,derived,b,,TRUE,"teacher, instructor",,instruanto,"maestro, instructor, profesor",,,,,,eskolya,alim + -yen,,,,
aljebra,root,b,,TRUE,algebra,,algebro,álgebra,,,,,,,"Englisa (algebra), Espanisa (álgebra), Fransesa (algèbre), Rusisa (алгебра “álgyebra”), Doycisa (Algebra), Indonesisa (aljabar), Pilipinasa (alhebra), Arabisa (عِلْم الْجَبْر “ilm aljabr”, جَبْر “jabr”), Turkisa (cebir), Parsisa (جبر “jabr”), Swahilisa (aljebra)",,,,
alkali,root,b,,TRUE,alkali,,alkalo,álcali,,,,,,,"Englisa (alkali), Espanisa (álcali), Fransesa (alcali), Doycisa (Alkali), Indonesisa (alkali), Pilipinasa (alkali), Arabisa (قَلَوِيّ “kalawiy”), Niponsa (アルカリ “arukari”), Turkisa (alkali), Hangusa (알칼리 “alkali”), Parsisa (قلیا “kaliya”), Swahilisa (alkali)",,,,
alkimi,root,b,,TRUE,alchemy,,"alĥemio, alkemio",alquimia,,,,,,,"Doycisa (Alchemie), Englisa (alchemy), Espanisa (alquimia), Fransesa (alchimie), Rusisa (алхимия “alhyímyiya”), Hindi (कीमिया “kimiya”), Arabisa (كيمياء “kimiya”), Parsisa (کیمیا “kimiya”), Indonesisa (alkimia), Pilipinasa (alkimiya), Turkisa (alşimi)",,,,
alkoba,root,b,,TRUE,"alcove, recess, niche",,"alkovo, niĉo","nicho, hueco, rincón, hornacina",,,,,,,"Arabisa (القبة “alkuba”), Doycisa (Alkoven), Englisa (alcove), Fransesa (alcôve), Rusisa (альков “alykóv”), Pilipinasa (alkoba), Niponsa (アルコーブ “arukobu”)",,,,
alkohol,root,b.oro,agentless,TRUE,alcohol; alcoholize,,alkoholo; alkoholizi,"alcohol; alcoholizar, alcoholizarse",,,,,,,"Arabisa (كحول “kahul”), Doycisa (Alkohol), Englisa (alcohol), Espanisa (alcohol), Fransesa (alcool), Rusisa (алкоголь “alkogóly”), Niponsa (アルコール “arukōru”), Hangusa (알코올 “alkool”), Hindi (ऐल्कोहॉल “elkohol”), Parsisa (الکل “alkol”), Turkisa (alkol), Indonesisa (alkohol), Pilipinasa (alkohol)",,,,
alkoholdo,derived,t,,FALSE,drunk; drunkenly,,ebria; ebrie,"alcoholizado, borracho",,,,,,,alkohol + -do,,,,
almari,root,b,,TRUE,"cabinet, cupboard",,ŝranko,"gabinete, alacena, armario",,,,,,mubile,"Espanisa (armario), Indonesisa (lemari), Hindi (अलमारी “almari”)",,,,
almasi,root,b,,TRUE,diamond,,diamanto,diamante,,,,,,petra,"Rusisa (алмаз “almáz”), Arabisa (ألماس “ʾalmās”), Swahilisa (almasi), Parsisa (الماس “almâs”), Turkisa (elmas)",,,,
alo,root,t; d,,TRUE,"other, another, a different","other, another, a different, different","alia, malsama, diferenca, ali-","otro, diferente",gramati: tabellexi,,,,,,"Englisa (allo-, alternative), Fransesa (allo-, alternatif), Doycisa (alternativ), Rusisa (альтернативный “alyternatyívniy”), Espanisa (alo-, alternativo), Turkisa (alternatif), Indonesisa (altêrnatif), Pilipinasa (alternatibo)",,,,
alo kom,phrase,jm t,,FALSE,"different from, differ from",,"malsama ol, alia ol; malsame ol",diferente de,,,,,,,"alo, kom",,,,
alo- ,affix,lfik,,TRUE,"other, different",,"ali-, malsam-",hetero-,,,,,,,Am oko alo.,,,,
alocu,derived,b.nenoj,,TRUE,"change; change, become different, get changed",,"aliĝo, ŝanĝiĝo; aliĝi, ŝanĝiĝi",cambio; cambiar (_uno mismo_),,,,,,,alo- + -cu,,,,
alodexa,derived,b,,FALSE,"abroad, foreign country",,"alilando, fremdlando","extranjero, fuera",,,,,,,alo- + dexa,,,,
