Word,Category,WordClass,VerbTransitivity,OfficialWord,TranslationEng,SearchTermsEng,TranslationEpo,TranslationSpa,TransNote,TranslationDeu,Synonyms,Antonyms,Example,Tags,LexiliAsel,See Also,TranslationFra,TranslationRus,TranslationZho
ajabu,root,t,,TRUE,"strange, weird, odd, peculiar; strangely, weirdly, oddly, peculiarly",,"stranga, bizara, kurioza; strange, bizare, kurioze","extraño [-a, -e]. alt: extraña, extrañe., raro [-a, -e]. alt: rara, rare.",,,,,,,"Hindi (अजीब “ajib”), Parsisa (عجیب “ajib”), Turkisa (acayip), Swahilisa (ajabu), Arabisa (عجيب “ajib”)",,,,
ajabuxey,derived,b,,TRUE,"peculiarity, oddity",,"strangaĵo, bizaraĵo, kuriozaĵo","peculiaridad, rareza",,,,,,,ajabu + -xey,,,,
ajabuya,derived,b,,TRUE,"strangeness, weirdness, oddness, peculiarity",,"strangeco, bizareco, kuriozeco",rareza,,,,,,,ajabu + -ya,,,,
ajabuyen,derived,b,,TRUE,"oddball, weirdo, crank, strange person",,"strangulo, bizarulo, kuriozulo","bicho raro, excéntrico [-a, -que]. alt: excéntrica, excéntrique., tipo [-a, -e] raro [-a, -e]. alt: tipo raro, tipa rara, tipe rare., rarito [-a, -e]. alt: rarita, rarite.",,,,,,,ajabu + -yen,,,,
ajela,root,b.oro,movement (like harka),TRUE,"hurry, rush, haste, urgency; hurry, rush, haste",,"hasto, urĝeco; hasti, urĝi, hastiĝi, urĝiĝi, rapidi","prisa, urgencia, apuro; apresurar, apresurarse, darse prisa, apurar, apurarse",,,,,,,"Arabisa (عَجَلَة “ajala”, عَجِلَ “ajila”), Turkisa (acele, aciliyet), Parsisa (عجله “ajale”, عجلة “ajalat”)",,,,
akademi,root,b,,TRUE,academy,,akademio,academia,,,,,,eskolya,"Doycisa (Akademie), Englisa (academy), Espanisa (academia), Fransesa (académie), Rusisa (академия “akadyémyiya”), Arabisa (أَكَادِيمِيَّة “ʾakādīmiyya”), Parsisa (آکادمی “âkâdemi”), Turkisa (akademi), Swahilisa (akademia), Hindi (अकादमी “akādmī”), Telugusa (అకాడమీ “akāḍamī”), Indonesisa (akademi), Pilipinasa (akademya), Niponsa (アカデミー “akademī”), Hangusa (아카데미 “akademi”)",,,,
akere,root,b,,TRUE,acre,,"akreo, akro","acre (_unidad de área_), ac",,,,,,meterya,"Englisa (acre), Espanisa (acre), Fransesa (acre), Rusisa (акр “ákr”), Doycisa (Acker), Indonesisa (ekar), Pilipinasa (akre), Hindi (एकड़ “ekar”), Arabisa (آكِر “akir”), Niponsa (エーカー “eka”), Telugusa (ఎకరం “ekaram”), Turkisa (akre), Hangusa (에이커 “eyko”), Swahilisa (ekari)",,,,
akne,root,b,,TRUE,acne,,"akneo, akno(j)",acné,,,,,,,"Englisa (acne), Espanisa (acné), Fransesa (acné), Rusisa (акне “akné”), Doycisa (Akne), Indonesisa (akne), Pilipinasa (akne), Turkisa (akne), Parsisa (آکنه “akne”)",,,,
aknemon,derived,b,,FALSE,"pustule, pimple, zit",,"aknero, akno","pústula, granito, barro, espinilla",,,,,,,akne + -mon,,,,
akonto,root,b,,TRUE,account,,konto,"cuenta, membresía, registro",,Konto,,,,,"Englisa (account), Espanisa (cuenta), Fransesa (compte), Rusisa (аккаунт “akkáunt”), Doycisa (Konto), Indonesisa (akun), Pilipinasa (akawnt, kuwenta), Niponsa (アカウント “akaunto”), Hangusa (어카운트 “okauntu”), Swahilisa (akaunti)",,,,
akran,root,b,,TRUE,"scorpion, _Scorpiones_",,skorpio,"escorpión, alacrán, _Scorpiones_",,,,,,hewan,"Espanisa (alacrán), Pilipinasa (alakdan), Hindi (अकरब “akrab”), Arabisa (عَقْرَب “akrab”), Turkisa (akrep), Parsisa (عقرب “akrab”), Swahilisa (akarabu)",,,,
akrobati,root,b,,TRUE,acrobatics,,akrobatado,acrobacia,,,,,,,"Englisa (acrobatics), Espanisa (acrobacia), Fransesa (acrobatie), Rusisa (акробатика “akrobátyika”), Doycisa (Akrobatik), Indonesisa (akrobatik), Pilipinasa (akrobatika), Turkisa (akrobasi), Parsisa (آکروباتیک “âkrobâtik”)",,,,
akrobatiyen,derived,b,,TRUE,acrobat ,,akrobato,acróbata,,,,,,,akrobati + -yen,,,,
akse,root,b,,TRUE,axis,,akso,eje,,,,,,,"Englisa (axis), Espanisa (eje), Fransesa (axe), Rusisa (ось “ósy”), Doycisa (Achse), Italisa (asse), Pilipinasa (axis, ehe), Hindi (अक्ष “akx”), Telugusa (అక్షము “akxamu”), Turkisa (eksen), Parsisa (آسه “ase”)",,,,
aksento,root,b,,TRUE,accent (_sociolinguistics_),,akĉento,acento (_sociolingüística_),,Akzent (Aussprache),,,,,"Englisa (accent), Espanisa (acento), Fransesa (acento), Rusisa (акцент “aktsént”), Doycisa (Akzent), Indonesisa (aksen), Turkisa (aksan), Parsisa (اکسنت “aksent”)",,,,
aksyon,root,b.nenoj,,TRUE,"action, activity; act, take action, behave",,ago; agi,"acción, actividad; actuar (_ponerse en acción_)",,,,,,,"Englisa (action), Pilipinasa (aksyon), Indonesisa (reaksi), Doycisa (Aktion), Rusisa (реакция “ryeáktsiya”), Espanisa (acción), Turkisa (reaksiyon)",,,,
aksyonfil,derived,t,,TRUE,"active, energetic; actively, energetically",,"agema, energia; ageme","activo [-a, -e]. alt: activa, active., energético [-a, -que]. alt: energética, energétique.; activamente, energéticamente",,,,,,,aksyon + -fil,,,,
akxu,root,b,,TRUE,vice (_moral_),,malvirto,vicio,,,,fadila,,,"Putunhwa (恶习 “exi”), Niponsa (悪習 “akuxu”), Hangusa (악습 “aksup”)",,,,
albatros,root,b,,TRUE,albatross,,"albatroso, diomedeo","albatros, alcatraz, _Diomedeidae_",,,,,,hewan,"Englisa (albatross), Espanisa (albatros), Fransesa (albatros), Rusisa (альбатрос “alybatrós”), Doycisa (Albatros), Indonesisa (albatros), Pilipinasa (albatros), Niponsa (アルバトロス “arubatorosu”), Telugusa (ఆల్బట్రాస్ “albatras”), Parsisa (آلباتروس “albatros”), Swahilisa (albatrosi)",,,,
alegori,root,b,,TRUE,allegory,,alegorio,alegoría,,,,,,,"Englisa (allegory), Espanisa (alegoría), Fransesa (allégorie), Rusisa (аллегория “allyegóryiya”), Doycisa (Allegorie), Indonesisa (alegori), Pilipinasa (alegoriya), Niponsa (アレゴリー “aregori”), Turkisa (alegori), Hangusa (알레고리 “allegori”)",,,,
alergi,root,b,,TRUE,allergy,,alergio,alergia,,,,,,medis,"Englisa (allergy), Fransesa (allergie), Doycisa (Allergie), Rusisa (аллергия “allyergyíya”), Espanisa (alergia), Hindi (एलर्जी “elarjī”), Turkisa (alerji), Indonesisa (alergi), Pilipinasa (alerdyi), Arabisa (أَرَجِيَّة “ʾarajiyya”), Parsisa (آلرژی “âlerži”), Niponsa (アレルギー “arerugī”), Hangusa (알레르기 “allereugi”)",,,,
alergili,derived,t,,TRUE,allergic (_caused by or relating to an allergy_),,alergia (_kaŭzita de aŭ rilata al alergio_); alergie,"alérgico [-a, -que]. alt: alérgica, alérgique. (_causado por o relacionado con una alergia_)",,,,,,,alergi + -li,,,,
alergipul,derived,t,,TRUE,allergic (_having an allergy_),,alergia (al),"alérgico [-a, -que]. alt: alérgica, alérgique. (_que padece o tiene alergia_)",,,,,,,alergi + -pul,,,,
alga,root,b,,TRUE,"alga, algae",,algo(j),alga,,,,,,,"Englisa (alga), Espanisa (alga), Fransesa (alg), Doycisa (Alge), Indonesisa (alga), Turkisa (alg), Parsisa (آلگ “alg”), Swahilisa (alga)",,,,
algoritma,root,b,,TRUE,algorithm,,algoritmo,algoritmo,,,,,,,"Englisa (algorithm), Espanisa (algoritmo), Fransesa (algorithme), Rusisa (алгоритм “algoryítm”), Doycisa (Algorithmus), Indonesisa (algoritme), Pilipinasa (algoritmo), Hindi (अल्गोरिद्म “algoridma”), Arabisa (خُوَارِزْمِيَّة “huwarizmiya”), Niponsa (アルゴリズム “arugorizumu”), Telugusa (అల్గోరిథం “algoritam”), Hangusa (알고리즘 “algorijum”), Turkisa (algoritma), Parsisa (الگوریتم “algoritm”), Swahilisa (algorithimu)",,,,
aligator,root,b,,TRUE,alligator,,aligatoro,"aligátor, lagarto (de Indias), caimán, yacaré, _Alligator_",,,,,,hewan,"Englisa (alligator), Espanisa (aligátor), Fransesa (alligator), Rusisa (аллигатор “allyigátor”), Doycisa (Alligator), Indonesisa (alligator), Pilipinasa (aligeytor), Arabisa (قَاطُور “katur”), Niponsa (アリゲーター “arigeta”), Tamilsa (அலிகேட்டர் “aliketar”), Turkisa (alligator), Hangusa (앨리게이터 “eligeito”), Swahilisa (aligatori, aligeita)",,,,
alim,root,b.oj,,TRUE,"instruction, teaching; teach, instruct",,instruo; instrui,"instrucción, enseñanza; enseñar, instruir",,,,,,eskolya,"Arabisa (علم “alim”), Parsisa (معلم “moalem”), Hindi (तालीम “talim”), Swahilisa (elimu, mwalimu), Turkisa (talimat)",,,,
alimible,derived,t,,TRUE,"teachable, amenable to instruction",,instruebla; instrueble,enseñable,,,,,,,alim + -ible,,,,
alimli,derived,t,,TRUE,instructional; instructionally,,instrua; instrue,"instructivo [-a, -e]. alt: instructiva, instructive., de instrucción, de enseñanza",,,,,,,alim + -li,,,,
alimlogi,derived,b,,FALSE,pedagogy,,"pedagogio, instruscienco",pedagogía,,,,,,eskolya,alim + -logi,,,,
alimlogili,derived,t,,FALSE,pedagogic; pedagogically,,"pedagogia, instruscienca; pedagogie, instruscience","pedagógico [-a, -que]. alt: pedagógica, pedagógique.",,,,,,,alim + -logi + -li,,,,
alimne,derived,t,,TRUE,instructive; instructively,,instruanta; instruante,"educativo [-a, -e]. alt: educativa, educative.",,,,,,,alim + -ne,,,,
alimxey,derived,b,,TRUE,"teaching, teachings",,instruaĵo,enseñanza,,,,,,eskolya,alim + -xey,,,,
alimyen,derived,b,,TRUE,"teacher, instructor",,instruanto,"maestro [-a, -e]. alt: maestra, maestre., instructor [a, e]. alt: instructora, instructore., profesor [a, e]. alt: profesora, profesore.",,,,,,eskolya,alim + -yen,,,,
aljebra,root,b,,TRUE,algebra,,algebro,álgebra,,,,,,,"Englisa (algebra), Espanisa (álgebra), Fransesa (algèbre), Rusisa (алгебра “álgyebra”), Doycisa (Algebra), Indonesisa (aljabar), Pilipinasa (alhebra), Arabisa (عِلْم الْجَبْر “ilm aljabr”, جَبْر “jabr”), Turkisa (cebir), Parsisa (جبر “jabr”), Swahilisa (aljebra)",,,,
alkali,root,b,,TRUE,alkali,,alkalo,álcali,,,,,,,"Englisa (alkali), Espanisa (álcali), Fransesa (alcali), Doycisa (Alkali), Indonesisa (alkali), Pilipinasa (alkali), Arabisa (قَلَوِيّ “kalawiy”), Niponsa (アルカリ “arukari”), Turkisa (alkali), Hangusa (알칼리 “alkali”), Parsisa (قلیا “kaliya”), Swahilisa (alkali)",,,,
alkimi,root,b,,TRUE,alchemy,,"alĥemio, alkemio",alquimia,,,,,,,"Doycisa (Alchemie), Englisa (alchemy), Espanisa (alquimia), Fransesa (alchimie), Rusisa (алхимия “alhyímyiya”), Hindi (कीमिया “kimiya”), Arabisa (كيمياء “kimiya”), Parsisa (کیمیا “kimiya”), Indonesisa (alkimia), Pilipinasa (alkimiya), Turkisa (alşimi)",,,,
alkoba,root,b,,TRUE,"alcove, recess, niche",,"alkovo, niĉo","nicho, hueco, rincón, hornacina",,,,,,,"Arabisa (القبة “alkuba”), Doycisa (Alkoven), Englisa (alcove), Fransesa (alcôve), Rusisa (альков “alykóv”), Pilipinasa (alkoba), Niponsa (アルコーブ “arukobu”)",,,,
alkohol,root,b.oro,agentless,TRUE,alcohol; alcoholize,,alkoholo; alkoholi,"alcohol; alcoholizar, alcoholizarse",,,,,,,"Arabisa (كحول “kahul”), Doycisa (Alkohol), Englisa (alcohol), Espanisa (alcohol), Fransesa (alcool), Rusisa (алкоголь “alkogóly”), Niponsa (アルコール “arukōru”), Hangusa (알코올 “alkool”), Hindi (ऐल्कोहॉल “elkohol”), Parsisa (الکل “alkol”), Turkisa (alkol), Indonesisa (alkohol), Pilipinasa (alkohol)",,,,
alkoholdo,derived,t,,FALSE,drunk; drunkenly,,ebria; ebrie,"alcoholizado [-a, -e]. alt: alcoholizada, alcoholizade., borracho [-a, -e]. alt: borracha, borrache.",,,,,,,alkohol + -do,,,,
almari,root,b,,TRUE,"cabinet, cupboard",,ŝranko,"gabinete, alacena, armario",,,,,,mubile,"Espanisa (armario), Indonesisa (lemari), Hindi (अलमारी “almari”)",,,,
almasi,root,b,,TRUE,diamond,,diamanto,diamante,,,,,,petra,"Rusisa (алмаз “almáz”), Arabisa (ألماس “ʾalmās”), Swahilisa (almasi), Parsisa (الماس “almâs”), Turkisa (elmas)",,,,
alo,root,t; d,,TRUE,"other, another, different",,"alia, malsama, diferenca, ali-","otro [-a, -e]",gramati: tabellexi,,,,,,"Englisa (allo-, alternative), Fransesa (allo-, alternatif), Doycisa (alternativ), Rusisa (альтернативный “alyternatyívniy”), Espanisa (alo-, alternativo), Turkisa (alternatif), Indonesisa (altêrnatif), Pilipinasa (alternatibo)",,,,
alo kom,phrase,jm t,,FALSE,"different from, differ from",,"malsama ol, alia ol; malsame ol",diferente de,,,,,,,"alo, kom",,,,
alo- ,affix,lfik,,TRUE,"other, different",,"ali-, malsam-",hetero-,,,,,,,Am oko alo.,,,,
alocu,derived,b.nenoj,,TRUE,"change; change, become different, get changed",,"aliĝo, ŝanĝiĝo; aliĝi, ŝanĝiĝi","cambio; cambiar (_uno [-a, -e] mismo [-a, -e]_)",,,,,,,alo + -cu,,,,
alodexa,derived,b,,FALSE,"abroad, foreign country",,"alilando, fremdlando","extranjero, fuera",,,,,,,alo + dexa,,,,
alodexali,derived,t,,FALSE,foreign; foreignly,,"alilanda, eksterlanda, fremda; alilande, eksterlande, fremde","extranjero [-a, -e]. alt: extranjera, extranjere.",,,,,,,alo + dexa + -li,,,,
aloe,root,b,,TRUE,aloe (vera),,aloo (vera),"aloe, sábila, acíbar, _Aloe_",,,,,,planta,"Englisa (aloe), Espanisa (aloe), Fransesa (aloès), Rusisa (алоэ “alóe”), Doycisa (Aloe), Indonesisa (aloe), Hindi (एलो “elo”, अलो “alo”), Niponsa (アロエ “aroe”), Hangusa (알로에 “aloe”), Parsisa (الوا / آلوا “alva”)",,,,
aloete,derived,pn,,FALSE,some other ones,,aliulo,"otros [-as, -es]. alt: otras, otres.",,,,,,,alo + ete,,,,
aloforma,derived,b.nenoj,,FALSE,"transformation; transform, metamorphosis",,"aliformiĝo, metamorfozo; aliformiĝi, metamorfozi","transformación, metamorfosis, tra(n)sfiguración; transformarse, metamorfosearse, tra(n)sfigurarse",,,,,,,alo- + forma,,,,
alogi,derived,b.oj,,TRUE,"change; alter, (cause to) change, make different",,"aligo, ŝanĝo; aligi, ŝanĝi","cambio, alteración; cambiar, alterar",,,,,,,alo + -gi,,,,
aloijen,derived,b.nenoj,,FALSE,disagreement; disagree,,"malsamopinio, malkonsento; malsamopinii, malkonsenti","desacuerdo, discrepancia, disentimiento; diferir, disentir, discrepar, no estar de acuerdo",,,,,,,alo + ijen,,,,
alojensifil,derived,t,,FALSE,heterosexual; heterosexually,,aliseksema; alisekseme,heterosexual,,,,,,,alo- + jensi + -fil,,,,
alokrasi,derived,b,,FALSE,revolution (_regime change_),,revolucio (_rega ŝanĝo_),revolución (_cambio de régimen_),,,inkilabu,,,politi,alo + -krasi,,,,
alokwanti ,derived,t,,FALSE,"a different
quantity of, a different amount of",,"alia kvanto da, alia kiomo da",una cantidad diferente (de),,,,,,,alo + kwanti,,,,
aloloka,derived,m,,FALSE,"elsewhere, somewhere else",,aliloke,"en otro lugar, en otro lado",,,,,,,alo + loka,,,,
alomaner,derived,m,,FALSE,"by another manner, by a different manner, in another manner, in a different manner",,alimaniere,"de manera diferente, de manera distinta, de otra manera, de otro modo",,,,,,,alo + maner,,,,
alomo,derived,m,,TRUE,to a different degree,,aligrade,a un grado diferente,,,,,,,alo + -mo,,,,
alondra,root,b,,FALSE,"lark, _Alaudidae_",,"kampalaŭdo, alaŭdo, alaŭdedo","alondra, calandria, terrera, cogujada, tojo, cotovía, totovía, _Alaudidae_",,,,,,"hewan, piu","Espanisa (alondra), Pilipinasa (alondras)",,,,
alonumer ,derived,d,,FALSE,a different number of,,alinombro,otro número (de),,,,,,,alo + numer,,,,
aloopsyon,derived,b,,FALSE,alternative,,alternativo,"alternativa, otra opción",,,,,,,alo- + opsyon,,,,
alooto,derived,pn,,FALSE,some other things,,alioj,otras cosas,,,,,,,alo + oto,,,,
alopul,derived,t,,TRUE,"a different kind of, (in) another way, (in) a different way",,"alispeca, alimaniera; alispece, alimaniere","diferente, distinto [-a, -e]. alt: distinta, distinte.; otro tipo de",,,,,,,alo + -pul,,,,
alopul kom,phrase,l,,FALSE,unlike ,,"malkiel, diference de, nesame de",diferente de,,,,,,,"alo + -pul, kom",,,,
aloseba,derived,m,,FALSE,"for another reason, for a different reason",,"pro alia kialo, pro alia kaŭzo",por otra razón,,,,,,,alo + seba,,,,
alosu,derived,t,,FALSE,"somebody else's, someone else's",,"de iu alia, alies","de otro [-a, -e]. alt: de otra, de otre.",,,,,,,alo + -su,,,,
alote,derived,pn,,FALSE,"somebody else, someone else","else, somebody else, someone else",iu alia,"alguien más, otro [-a, -e]. alt: otra, otre. (_ser vivo_)",,,,,,,alo + te,,,,
aloto,derived,pn,,FALSE,"something else, another thing, a different thing","else, something else, another thing, a different thing",io alia,"algo más, otra cosa",,,,,,,alo + to,,,,
alowatu,derived,m,,FALSE,"at a different time, at another time",,alitempe,en otro momento,,,,,,,alo + watu,,,,
aloy,root,b,,TRUE,alloy,,alojo,aleación; alear,,,,,,materyal,"Englisa (alloy), Indonesisa (aloi), Swahilisa (aloi), Espanisa (aleacíon), Fransesa (alliage), Turkisa (alaşım), Parsisa (آلیاژ “alyaj”)",,,,
aloya,derived,b.nenoj,,FALSE,"difference; differ, vary",,"diferenco, malsameco; diferenci, malsami","diferencia, distinción; diferir, diferenciarse, distinguirse",,,,,,,alo + -ya,,,,
aloyagi,derived,b.oj,,FALSE,"distinction, differentiation; differentiate, distinguish",,distingo; distingi,"distinción, diferenciación; distinguir, diferenciar",,,,,,,alo + -ya + -gi,,,,
aloyagiible,derived,t,,FALSE,distinguishable; distinguishably,,distingebla; distingeble,"distinguible, diferenciable",,,,,,,alo + -ya + -gi + -ible,,,,
alpaka,root,b,,TRUE,"alpaca, _Lama pacos_",,alpako,"alpaca, _Lama pacos_",,,,,,hewan,"Englisa (alpaca), Espanisa (alpaca), Fransesa (alpaga), Rusisa (альпака “alypáka”), Doycisa (Alpaka), Indonesisa (alpaka), Pilipinasa (alpaka), Hindi (अलपाका “alpaka”), Arabisa (أَلْبَكَة “albaka”), Niponsa (アルパカ “arupaka”), Turkisa (alpaka), Hangusa (알파카 “alpaka”), Vyetnamsa (alpaca), Parsisa (آلپاکا “alpaka”), Swahilisa (alpaka)",,,,
alucina,root,b.oj,,TRUE,hallucination; hallucinate,,halucino; halucini,alucinación; alucinar,,,,,,,"Englisa (hallucination, hallucinate), Espanisa (alucinación, alucinar), Fransesa (hallucination, halluciner), Rusisa (галлюцинация “gallyutsinátsiya”), Doycisa (Halluzination, halluzinieren), Indonesisa (halusinasi), Pilipinasa (halusinasyon), Turkisa (halüsinasyon)",,,,
alucinagiente,derived,b,,FALSE,hallucinogen,,"halucinogeno, halucinanto, halucinaĵo",alucinógeno,,,,,,,alucina + -gi + -ente,,,,
aluminyum,root,b,,TRUE,"aluminum, aluminium",,aluminio,"aluminio, Al",,,,,,kimikali monlari,"Englisa (aluminium, aluminum), Espanisa (aluminio), Fransesa (aluminium), Rusisa (алюминий “alyumyínyiy”), Doycisa (Aluminium), Hindi (एल्युमिनियम “elyuminiyam”), Arabisa (أَلُومِنْيُوم “aluminyum”), Indonesisa (aluminium), Niponsa (アルミニウム “aruminiumu”), Telugusa (అల్యూమినియం “alyuminyam”), Turkisa (alüminyum), Hangusa (알루미늄 “aluminyum”), Parsisa (آلومینیم “âluminiyom”), Swahilisa (alumini), Pilipinasa (aluminyo, aluminum)",,,,
am,root,par,,TRUE,_imperative verb marker_,,"-u, _markilo de imperativa verbo_","(_marcador de los modos imperativo y yusivo_), que, sea",,,,,,,Am oko amiru.,,,,
Amara,proper word,su n,,TRUE,Amhara region,,Amhara Regiono,Am(h)ara (_estado regional de Etiopía_),,,,,,geografi,Amarasa (አማራ “Āmara”),,,,
Amarali,derived,t,,FALSE,Amharan,,amhara,"am(h)árico [-a, -que]. alt: amárica, amhárica, amárique, amhárique.",,,,,,,Amara + -li,,,,
Amarasa,derived,b,,FALSE,Amharic (language),,la amhara (lingvo),(idioma) am(h)árico,,,,,,basa,Amara + -sa,,,,
Amarayen,derived,b,,FALSE,Amharan (person),,"amharo (persono), amharano",am(h)ara (_persona_),,,,,,,Amara + -yen,,,,
amaro,root,t,,TRUE,bitter (_taste_); bitterly,,amara; amare,"amargo [-a, -ue]. alt: amarga, amargue.",,,,,,,"Espanisa (amargo), Fransesa (amer), Italisa (amaro), Arabisa (مَرَّ “marra”)",,,,
amber,root,b,,TRUE,ambergris,,ambro,"ámbar gris, ámbar pardillo",,,,,,,"Englisa (ambergris), Espanisa (ámbar gris), Fransesa (ambre gris), Rusisa (амбра “ámbra”), Doycisa (Ambra, Amber), Indonesisa (ambergris), Arabisa (عَنْبَر “anbar”), Niponsa (アンバーグリス “ambagurisu”), Telugusa (అంబరు “ambaru”), Turkisa (amber), Parsisa (عنبر “anbar”), Swahilisa (ambari)",,,,
